HTTP/1.0 200 OK 
8046ecb8 T fork_init
8046ed5c T proc_caches_init
8046ee6c t proc_execdomains_init
8046eea4 t oops_setup
8046eef4 t console_suspend_disable
8046ef04 t log_buf_len_setup
8046ef5c t console_setup
8046f068 t printk_late_init
8046f0f4 t keep_bootcon_setup
8046f124 t ignore_loglevel_setup
8046f154 T setup_log_buf
8046f2c8 T dump_stack_set_arch_desc
8046f304 t spawn_ksoftirqd
8046f32c T softirq_init
8046f398 W arch_probe_nr_irqs
8046f3a0 W arch_early_irq_init
8046f3a8 t strict_iomem
8046f404 t ioresources_init
8046f45c t reserve_setup
8046f554 T reserve_region_with_split
8046f770 T sysctl_init
8046f794 t file_caps_disable
8046f7a4 T init_timers
8046f7e8 t uid_cache_init
8046f8e0 t setup_print_fatal_signals
8046f90c T signals_init
8046f944 T usermodehelper_init
8046f984 t wq_sysfs_init
8046f9a8 t init_workqueues
8046fc1c T pidhash_init
8046fca4 T pidmap_init
8046fd80 t check_cpu_stall_init
8046fdac T sort_main_extable
8046fdf0 t locate_module_kobject
8046fed4 t param_sysfs_init
804700a0 t init_posix_timers
804702cc t init_posix_cpu_timers
804703b0 t setup_hrtimer_hres
8047043c T hrtimers_init
80470468 T nsproxy_cache_init
804704a4 t ksysfs_init
80470568 T cred_init
804705a4 T __might_sleep_init
804705b8 T sched_init_smp
804705d4 T sched_init
804708a4 T init_sched_fair_class
804708ac t pm_qos_power_init
80470958 t pm_sysrq_init
80470980 t timekeeping_init_ops
804709a4 T timekeeping_init
80470c08 t ntp_tick_adj_setup
80470c38 T ntp_init
80470c40 t boot_override_clocksource
80470c98 t boot_override_clock
80470d14 t init_clocksource_sysfs
80470d7c t clocksource_done_booting
80470de4 t init_jiffies_clocksource
80470e04 W clocksource_default_clock
80470e10 t init_timer_list_procfs
80470e50 t alarmtimer_init
80470fe0 T tick_init
80471008 T tick_broadcast_init
8047103c t skew_tick
80471068 t setup_tick_nohz
804710f4 t futex_init
8047115c t proc_modules_init
80471194 t kallsyms_init
804711cc t cgroup_disable
804712b4 t cgroup_init_subsys
8047145c T cgroup_init_early
80471658 T cgroup_init
8047181c t nowatchdog_setup
8047182c t nosoftlockup_setup
8047183c t softlockup_panic_setup
80471868 T lockup_detector_init
804718d4 T early_irq_init
804719cc t setup_forced_irqthreads
804719e0 t irqpoll_setup
80471a1c t irqfixup_setup
80471a58 t rcu_scheduler_really_started
80471a6c t rcu_spawn_gp_kthread
80471b4c t rcu_init_one
80471de4 T rcu_init
804722ac t utsname_sysctl_init
804722d0 t find_min_pfn_for_node
8047238c t cmdline_parse_core
804723f8 t cmdline_parse_movablecore
80472404 t cmdline_parse_kernelcore
80472410 T setup_per_cpu_pageset
804724d8 T free_bootmem_with_active_regions
804725c8 T sparse_memory_present_with_active_regions
80472644 T absent_pages_in_range
80472658 T set_pageblock_order
80472660 T node_map_pfn_alignment
80472774 T find_min_pfn_with_active_regions
8047277c T set_dma_reserve
80472788 T page_alloc_init
80472790 T free_area_init_node
80472aa8 T free_area_init
80472abc T free_area_init_nodes
80472fd8 T alloc_large_system_hash
804732fc T page_writeback_init
80473324 T swap_setup
804733a4 t add_shrinker_debug
804733e0 t kswapd_init
80473408 T shmem_init
80473504 t extfrag_debug_init
804735a8 t setup_vmstat
80473640 t bdi_class_init
804736a8 t default_bdi_init
80473730 t mm_sysfs_init
8047376c T pcpu_alloc_alloc_info
8047381c T pcpu_free_alloc_info
80473844 T pcpu_setup_first_chunk
80473f18 T setup_per_cpu_areas
80473fcc T percpu_init_late
80474098 T create_boot_cache
80474128 T create_kmalloc_cache
804741c8 T create_kmalloc_caches
8047431c t disable_randmaps
8047432c t init_zero_pfn
80474350 T mmap_init
80474368 T anon_vma_init
804743cc t proc_vmalloc_init
80474404 T vm_area_add_early
8047446c T vm_area_register_early
804744b4 T vmalloc_init
8047458c t bootmem_debug_setup
804745a0 t __free
80474684 t __reserve
804747dc t mark_bootmem_node
804748d0 t mark_bootmem
804749f4 t init_bootmem_core
80474b38 t alloc_bootmem_bdata
80474e3c t alloc_bootmem_core
80474f7c t ___alloc_bootmem_nopanic
80474fe0 T bootmem_bootmap_pages
80475000 t free_all_bootmem_core.part.11
8047524c T init_bootmem_node
80475254 T init_bootmem
80475280 T free_bootmem_late
80475308 T free_all_bootmem_node
80475344 T free_all_bootmem
804753e8 T free_bootmem_node
8047541c T free_bootmem
80475438 T reserve_bootmem_node
8047546c T reserve_bootmem
80475488 T __alloc_bootmem_nopanic
80475490 T __alloc_bootmem
804754d8 T ___alloc_bootmem_node_nopanic
804755c8 T __alloc_bootmem_node_nopanic
80475658 T ___alloc_bootmem_node
804756a0 T __alloc_bootmem_node
80475730 T __alloc_bootmem_node_high
80475824 T __alloc_bootmem_low
8047586c T __alloc_bootmem_low_nopanic
80475874 T __alloc_bootmem_low_node
80475908 t early_memblock
80475948 t memblock_alloc_base_nid
804759f4 T memblock_alloc_nid
80475a00 T __memblock_alloc_base
80475a08 T memblock_alloc_base
80475a58 T memblock_alloc
80475a60 T memblock_alloc_try_nid
80475ab0 T memblock_phys_mem_size
80475abc T memblock_mem_size
80475b24 T memblock_enforce_memory_limit
80475bc0 T memblock_is_reserved
80475bec T memblock_allow_resize
80475bfc t procswaps_init
80475c34 t setup_slub_nomerge
80475c48 t setup_slub_min_objects
80475c74 t setup_slub_max_order
80475cbc t setup_slub_min_order
80475ce8 t slab_sysfs_init
80475e24 t bootstrap
80475f1c T kmem_cache_init
80476008 T kmem_cache_init_late
80476010 T files_init
804760a8 T chrdev_init
804760e4 t init_pipe_fs
8047614c t fcntl_init
80476188 t set_dhash_entries
804761c4 T vfs_caches_init_early
80476270 T vfs_caches_init
804763b4 t set_ihash_entries
804763f0 T inode_init_early
8047648c T inode_init
80476550 T files_defer_init
80476564 t proc_filesystems_init
8047659c T get_filesystem_list
80476684 T mnt_init
804768a8 T buffer_init
80476908 t init_bio
80476a20 T bdev_cache_init
80476ac0 t dio_init
80476afc t fsnotify_init
80476b2c t fsnotify_notification_init
80476bc8 t fsnotify_mark_init
80476c18 t dnotify_init
80476ca0 t inotify_user_setup
80476d24 t eventpoll_init
80476df0 t anon_inode_init
80476e64 t aio_setup
80476ed0 t filelock_init
80476f0c t proc_locks_init
80476f44 t init_script_binfmt
80476f6c t init_elf_binfmt
80476f94 T proc_init_inodecache
80476fd4 T proc_root_init
8047708c T proc_tty_init
80477128 t proc_cmdline_init
80477160 t proc_consoles_init
80477198 t proc_cpuinfo_init
804771d0 t proc_devices_init
80477208 t proc_interrupts_init
80477240 t proc_loadavg_init
80477278 t proc_meminfo_init
804772b0 t proc_stat_init
804772e8 t proc_uptime_init
80477320 t proc_version_init
80477358 t proc_softirqs_init
80477390 T proc_self_init
804773b0 T proc_sys_init
804773f4 t proc_net_ns_init
804774ac T proc_net_init
804774e4 t proc_kcore_init
80477560 t proc_kmsg_init
80477598 t proc_page_init
804775f0 T sysfs_inode_init
80477610 T sysfs_init
804776ec T configfs_inode_init
8047770c t configfs_init
804777e8 t init_devpts_fs
80477870 t init_squashfs_fs
80477918 t init_ramfs_fs
80477938 T init_rootfs
8047798c T fat_cache_init
804779d8 t init_fat_fs
80477a40 t init_vfat_fs
80477a60 t init_nls_cp437
80477a80 t init_nls_ascii
80477aa0 t init_nls_iso8859_1
80477ac0 T jffs2_compressors_init
80477ae8 T jffs2_create_slab_caches
80477c28 t init_jffs2_fs
80477d20 T jffs2_zlib_init
80477db8 t debugfs_init
80477e2c t ipc_init
80477e68 T ipc_init_proc_interface
80477f08 T msg_init
80477f64 T sem_init
80477fa4 t ipc_ns_init
80477fc8 T shm_init
80477ffc t ipc_sysctl_init
80478020 t init_mmap_min_addr
80478038 t crypto_wq_init
8047807c t crypto_algapi_init
8047809c T crypto_init_proc
804780d0 t skcipher_module_init
804780e8 t chainiv_module_init
80478108 t eseqiv_module_init
80478128 t cryptomgr_init
80478148 t hmac_module_init
80478168 t md5_mod_init
80478188 t sha1_generic_mod_init
804781a8 t sha256_generic_mod_init
804781cc t crypto_ecb_module_init
804781ec t crypto_cbc_module_init
8047820c t des_generic_mod_init
80478230 t aes_init
80478250 t arc4_init
80478274 t deflate_mod_init
80478294 t michael_mic_init
804782b4 t crc32c_mod_init
804782d4 t crypto_authenc_module_init
804782f4 t crypto_authenc_esn_module_init
80478314 t krng_mod_init
80478334 t elevator_setup
80478364 T load_default_elevator_module
804783f0 T blk_dev_init
80478484 t blk_settings_init
804784b4 t blk_ioc_init
804784f0 t blk_softirq_init
80478528 t blk_iopoll_setup
80478560 t proc_genhd_init
804785b8 t genhd_device_init
80478648 T printk_all_partitions
80478868 t blk_scsi_ioctl_init
80478944 t noop_init
80478964 t cfq_init
80478a04 T decompress_method
80478a9c T idr_init_cache
80478ad4 t kobject_uevent_init
80478af4 T radix_tree_init
80478b7c t prandom_init
80478c1c t prandom_reseed
80478c84 t gpiolib_debugfs_init
80478cc0 t gpiolib_sysfs_init
80478de0 t pwm_debugfs_init
80478e1c t jz_pwm_driver_init
80478e3c t ipudev_init
80478e60 t soc_channel_init
80479110 t vpu_init
80479130 t dma_bus_init
80479158 t dma_channel_table_init
804792b0 t jzdma_module_init
804792d8 t jzdma_probe
804797e4 t regulator_init
8047987c t regulator_init_complete
80479a04 T regulator_dummy_init
80479aa8 t regulator_fixed_voltage_init
80479ac8 t tty_class_init
80479b14 T console_init
80479b64 T tty_init
80479cb0 t pty_init
8047a078 t sysrq_always_enabled_setup
8047a0a8 t sysrq_init
8047a19c T uart_get_console
8047a21c t serial_jz47xx_console_setup
8047a2f0 T serial_jz47xx_init
8047a344 t chr_dev_init
8047a454 t random_int_secret_init
8047a47c t misc_init
8047a560 T devices_init
8047a62c T buses_init
8047a698 T classes_init
8047a6d4 T early_platform_driver_register
8047a894 T early_platform_add_devices
8047a90c T early_platform_driver_register_all
8047a928 T early_platform_driver_probe
8047abe0 T early_platform_cleanup
8047ac78 T platform_bus_init
8047acd0 T cpu_dev_init
8047ad08 T firmware_init
8047ad40 T driver_init
8047ad84 t dma_buf_init
8047ae04 t firmware_class_init
8047ae40 t brd_init
8047b030 t ramdisk_size
8047b05c t max_loop_setup
8047b088 t loop_init
8047b1dc t zram_init
8047b51c t uid_stat_init
8047b564 t logger_init
8047b5d0 t rmem_init
8047b5fc t jz_pwm_sdk_driver_init
8047b61c t jz_adc_init
8047b63c t jz_adc_aux_init
8047b660 t jztcu_init
8047b680 t mtd_bdi_init
8047b6dc t init_mtd
8047b810 T init_mtdchar
8047b8b4 t mtdpart_setup
8047b8c4 t cmdline_parser_init
8047b8f8 t init_mtdblock
8047b918 t jz_sfc_init
8047b940 t jz_sfc_probe
8047bfb4 t nand_base_init
8047bfbc t macvlan_init_module
8047c018 t probe_list2
8047c098 t net_olddevs_init
8047c148 t loopback_net_init
8047c1f0 t phy_init
8047c234 T mdio_bus_init
8047c290 t tun_init
8047c33c t zd1201_usb_init
8047c368 t usb_init
8047c50c T usb_devio_init
8047c5b8 t dwc2_init
8047c5d8 t dwc2_jz_init
8047c5f8 t input_init
8047c73c t evdev_init
8047c75c t gpio_keys_init
8047c77c t rtc_hctosys
8047c8a8 t rtc_init
8047c918 T rtc_dev_init
8047c95c T rtc_sysfs_init
8047c96c T i2c_register_board_info
8047ca64 t i2c_init
8047caf8 t i2c_gpio_init
8047cb3c t i2c_jz_init
8047cb5c t media_devnode_init
8047cbf8 t videodev_init
8047cc90 t watchdog_init
8047cd08 T watchdog_dev_init
8047cd58 t jz_wdt_driver_init
8047cd78 t switch_class_init
8047cd98 t init_soundcore
8047ce60 t sock_init
8047cf14 t proto_init
8047cf34 t proto_init_net
8047cf74 T skb_init
8047cfdc t net_ns_net_init
8047cff8 t net_ns_init
8047d1c8 t initialize_hashrnd
8047d1f0 t sysctl_core_net_init
8047d23c t sysctl_core_init
8047d278 t net_dev_init
8047d3f0 t netdev_init
8047d45c T netdev_boot_setup
8047d570 T dst_init
8047d590 t neigh_init
8047d634 t rtnetlink_net_init
8047d6a0 T rtnetlink_init
8047d83c t sock_diag_init
8047d85c t diag_net_init
8047d8b8 t flow_cache_init_global
8047d9c0 t dev_mc_net_init
8047da00 t dev_proc_net_init
8047dae8 T dev_proc_init
8047db1c t fib_rules_net_init
8047db30 t fib_rules_init
8047dc0c T skb_timestamping_init
8047dc34 t netlink_net_init
8047dc74 t netlink_proto_init
8047de70 t genl_pernet_init
8047ded8 t genl_init
8047df78 t sysctl_route_net_init
8047dfc0 t ipv4_inetpeer_init
8047e018 t rt_genid_init
8047e040 t ip_rt_do_proc_init
8047e0c4 T ip_rt_init
8047e1c0 T ip_static_sysctl_init
8047e1f0 T inet_initpeers
8047e2d4 t ipv4_frags_init_net
8047e33c T ipfrag_init
8047e3d4 T ip_init
8047e400 t set_thash_entries
8047e438 T tcp_init
8047e6ac T tcp_tasklet_init
8047e6e8 t tcp_sk_init
8047e6f8 t tcp4_proc_init_net
8047e704 T tcp4_proc_init
8047e724 T tcp_v4_init
8047e760 t tcp_congestion_default
8047e76c t set_tcpmhash_entries
8047e7a4 t tcp_net_metrics_init
8047e84c T tcp_metrics_init
8047e8a4 t tcp_fastopen_init
8047e8d4 t raw_init_net
8047e914 T raw_proc_init
8047e934 T raw_proc_exit
8047e954 t udp4_proc_init_net
8047e960 t set_uhash_entries
8047e9c0 T udp4_proc_init
8047e9e0 T udp_table_init
8047eacc T udp_init
8047eb44 t udplite4_proc_init_net
8047eb64 T udplite4_register
8047ec04 t arp_net_init
8047ec44 T arp_init
8047eca4 t icmp_sk_init
8047ed70 T icmp_init
8047ed90 t devinet_init_net
8047ee54 T devinet_init
8047ef48 t ipv4_offload_init
8047efc4 t ipv4_mib_init_net
8047f180 t inet_init
8047f49c t igmp_net_init
8047f524 T igmp_mc_proc_init
8047f544 t fib_net_init
8047f618 T ip_fib_init
8047f6ac T fib_trie_init
8047f708 T fib_proc_init
8047f7cc t ping_proc_init_net
8047f80c T ping_proc_init
8047f82c T ping_init
8047f860 t sysctl_ipv4_init
8047f92c t ipv4_sysctl_init_net
8047f984 t sysfs_ipv4_init
8047f9ec t ip_proc_init_net
8047fab0 T ip_misc_proc_init
8047fad0 T fib4_rules_init
8047fb8c t esp4_init
8047fc18 t ic_is_init_dev
8047fcb0 t ic_close_devs
8047fd20 t ic_devinet_ioctl
8047fd60 t ic_proto_name
8047ff10 t vendor_class_identifier_setup
8047ff60 t ip_auto_config_setup
80480220 t nfsaddrs_config_setup
80480228 t ic_bootp_string
8048027c t ic_bootp_recv
804809f4 T root_nfs_parse_addr
80480b00 t ip_auto_config
80481b44 t inet_diag_init
80481be8 t tcp_diag_init
80481c08 t cubictcp_register
80481cb0 t xfrm4_net_init
80481cf4 T xfrm4_init
80481d38 T xfrm4_state_init
80481d58 t xfrm_net_init
80481f1c T xfrm_init
80481f44 T xfrm_state_init
80482028 T xfrm_input_init
80482064 T xfrm_sysctl_init
8048212c t unix_net_init
80482194 t af_unix_init
80482200 T unix_sysctl_register
80482290 t ipv6_offload_init
80482318 T tcpv6_offload_init
8048233c T udp_offload_init
80482360 T ipv6_exthdrs_offload_init
804823c4 t packet_net_init
8048242c t packet_init
80482488 t cfg80211_init
8048257c T regulatory_init
80482660 t wext_pernet_init
80482678 t wireless_nlevent_init
80482698 T wext_proc_init
804826d8 t ieee80211_init
80482734 T rc80211_minstrel_init
80482754 T rc80211_minstrel_ht_init
80482828 t sysctl_net_init
80482858 T net_sysctl_init
804828bc t activity_stats_init
804828f8 W calibrate_delay_is_known
80482900 T calibrate_delay
80482b34 T mips_sc_init
80482cc4 T jz_clocksource_init
80482e08 T jzcpu_timer_setup
80482ff0 T cpu_probe
804844c4 T cpu_report
80484524 T per_cpu_trap_init
80484624 T set_uncached_handler
8048466c T mips_probe_watch_registers
80484838 T cpu_cache_init
804848c8 t set_prefetch_parameters
80484a1c t build_copy_load
80484a38 t build_copy_store
80484a54 T build_clear_page
80484fb8 T build_copy_page
80486170 t build_get_pgde32
80486230 t build_update_entries
80486328 t build_tlb_write_entry
8048655c t build_restore_work_registers
804865c0 t build_r4000_tlbchange_handler_tail
80486678 t build_tlb_probe_entry
804866cc t iPTE_SW.isra.5
80486720 t build_r3000_tlbchange_handler_head.constprop.9
8048683c t build_r3000_tlb_reload_write.constprop.10
80486908 t build_adjust_context.constprop.17
80486964 t build_r4000_tlbchange_handler_head.isra.8
80486adc t build_pte_writable.constprop.13
80486b98 t build_pte_modifiable.constprop.12
80486c74 t build_pte_present.constprop.14
80486da0 T build_tlb_refill_handler
80487ea8 T flush_tlb_handlers
80487f00 t build_insn
8048835c T uasm_i_addiu
80488384 T uasm_i_addu
804883a4 T uasm_i_andi
804883cc T uasm_i_and
804883ec T uasm_i_beq
8048841c T uasm_i_beql
8048844c T uasm_i_bgez
80488460 T uasm_i_bgezl
80488474 T uasm_i_bltz
80488488 T uasm_i_bltzl
8048849c T uasm_i_bne
804884cc T uasm_i_cache
804884f8 T uasm_i_dmfc0
80488528 T uasm_i_dmtc0
80488558 T uasm_i_daddiu
80488580 T uasm_i_daddu
804885a0 T uasm_i_dsll
804885c8 T uasm_i_dsll32
804885f0 T uasm_i_dsra
80488618 T uasm_i_dsrl
80488640 T uasm_i_dsrl32
80488668 T uasm_i_drotr
80488690 T uasm_i_drotr32
804886b8 T uasm_i_dsubu
804886d8 T uasm_i_eret
804886e0 T uasm_i_ext
80488714 T uasm_i_ins
80488750 T uasm_i_j
8048875c T uasm_i_jal
80488768 T uasm_i_jr
80488774 T uasm_i_ld
804887a0 T uasm_i_ll
804887cc T uasm_i_lld
804887f8 T uasm_i_lui
8048880c T uasm_i_lw
80488838 T uasm_i_mfc0
80488868 T uasm_i_mtc0
80488898 T uasm_i_ori
804888c0 T uasm_i_or
804888e0 T uasm_i_rfe
804888e8 T uasm_i_sc
80488914 T uasm_i_scd
80488940 T uasm_i_sd
8048896c T uasm_i_sll
80488994 T uasm_i_sra
804889bc T uasm_i_srl
804889e4 T uasm_i_rotr
80488a0c T uasm_i_subu
80488a2c T uasm_i_sw
80488a58 T uasm_i_tlbp
80488a60 T uasm_i_tlbr
80488a68 T uasm_i_tlbwi
80488a70 T uasm_i_tlbwr
80488a78 T uasm_i_xor
80488a98 T uasm_i_xori
80488ac0 T uasm_i_dins
80488afc T uasm_i_dinsm
80488b38 T uasm_i_syscall
80488b44 T uasm_i_bbit0
80488b74 T uasm_i_bbit1
80488ba4 T uasm_i_lwx
80488bc4 T uasm_i_ldx
80488be4 T uasm_i_pref
80488c10 T uasm_build_label
80488c30 T uasm_in_compat_space_p
80488c38 T uasm_rel_hi
80488c50 T uasm_rel_lo
80488c5c T UASM_i_LA_mostly
80488c94 T UASM_i_LA
80488d00 T uasm_r_mips_pc16
80488d2c T uasm_resolve_relocs
80488e60 T uasm_move_relocs
80488ea0 T uasm_move_labels
80488ee0 T uasm_copy_handler
80488f70 T uasm_insn_has_bdelay
80488fb4 T uasm_il_bltz
80488ffc T uasm_il_b
8048903c T uasm_il_beqz
80489088 T uasm_il_beqzl
804890d4 T uasm_il_bne
8048912c T uasm_il_bnez
80489178 T uasm_il_bgezl
804891c0 T uasm_il_bgez
80489208 T uasm_il_bbit0
80489260 T uasm_il_bbit1
804892b8 t probe_scache
804893e4 t r4k_cache_error_setup
8048942c T r4k_cache_init
8048a408 T tlb_init
8048a4c8 T fork_idle
8048a554 t timer_cpu_notify
8048a6e8 t init_hrtimers_cpu.isra.11
8048a73c t hrtimer_cpu_notify
8048a770 T init_idle_bootup_task
8048a780 T init_idle
8048a8cc T run_uncached
8048a930 T register_cpu
8048a9ac t topology_sysfs_init
8048a9d8 t flow_cache_cpu_prepare.isra.13
8048aa70 t flow_cache_cpu
8048ab00 t zone_batchsize
8048ab4c T init_currently_empty_zone
8048ac0c T __early_pfn_to_nid
8048ad00 T early_pfn_to_nid
8048ad24 T get_pfn_range_for_nid
8048adec t zone_spanned_pages_in_node.isra.68
8048aed4 T __absent_pages_in_range
8048afac t zone_absent_pages_in_node.isra.69
8048b0b4 T init_per_zone_wmark_min
8048b16c T memmap_init_zone
8048b2b0 T __free_pages_bootmem
8048b328 t init_reserve_notifier
8048b330 t memblock_search
8048b38c t memblock_dump
8048b4bc t memblock_insert_region
8048b560 t memblock_merge_regions
8048b624 t memblock_remove_region
8048b6d0 T get_allocated_memblock_reserved_regions_info
8048b718 T __next_free_mem_range
8048b8b0 T __next_free_mem_range_rev
8048ba30 T memblock_find_in_range_node
8048bb7c T memblock_find_in_range
8048bba0 t memblock_double_array
8048bea4 t memblock_isolate_range
8048c05c t __memblock_remove
8048c0c8 T memblock_free
8048c138 T memblock_remove
8048c150 t memblock_add_region
8048c354 T memblock_reserve
8048c3c8 T memblock_add
8048c3e4 T memblock_add_node
8048c404 T __next_mem_pfn_range
8048c4cc T memblock_set_node
8048c56c T memblock_start_of_DRAM
8048c57c T memblock_end_of_DRAM
8048c5ac T memblock_is_memory
8048c5d8 T memblock_is_region_memory
8048c668 T memblock_is_region_reserved
8048c6e4 T memblock_trim_memory
8048c7cc T memblock_set_current_limit
8048c7d8 T __memblock_dump_all
8048c844 T boot_command_line
8048c844 T _einittext
8048d844 T late_time_init
8048d848 t done.32907
8048d84c t tmp_cmdline.32908
8048e84c t kthreadd_done
8048e858 t initcall_level_names
8048e878 t initcall_levels
8048e89c T rd_doload
8048e8a0 t saved_root_name
8048e8e0 t root_mount_data
8048e8e4 t root_fs_names
8048e8e8 t root_delay
8048e8ec t root_device_name
8048e8f0 T rd_image_start
8048e8f4 T rd_prompt
8048e8f8 t platform_devices_array
8048ea0c T gpio_ss_table
8048ea0c T jz_i2c0_devs
8048ea0c T jz_i2c1_devs
8048ea14 t nowait
8048ea18 T arcs_cmdline
8048fa18 t detect_magic
8048fa1c t command_line
80490a1c t usermem
80490a20 t l1parity
80490a24 t l2parity
80490a28 t rdhwr_noopt
80490a2c t new_log_buf_len
80490a30 T main_extable_sort_needed
80490a34 t required_kernelcore
80490a38 t required_movablecore
80490a3c t cpus_buf.13367
80491a3c t smap.13368
80491c3c t dmap.13369
80491e3c t vmlist
80491e40 t vm_init_off.20398
80491e44 T bootmem_node_data
80491e60 t bdata_list
80491e68 t boot_kmem_cache_node.25764
80491edc t boot_kmem_cache.25763
80491f50 t dhash_entries
80491f54 t ihash_entries
80491f58 t proc_net_ns_ops
80491f74 t early_platform_driver_list
80491f7c t early_platform_device_list
80491f84 t m68k_probes
80491f8c t isa_probes
80491f94 T loopback_net_ops
80491fb0 t proto_net_ops
80491fcc t net_ns_ops
80491fe8 t sysctl_core_ops
80492004 t netdev_net_ops
80492020 t default_device_ops
8049203c t dev_proc_ops
80492058 t dev_mc_net_ops
80492074 t netlink_net_ops
80492090 t sysctl_route_ops
804920ac t rt_genid_ops
804920c8 t ipv4_inetpeer_ops
804920e4 t ip_rt_proc_ops
80492100 t thash_entries
80492104 t tcp_sk_ops
80492120 t tcp_net_metrics_ops
8049213c t raw_net_ops
80492158 t uhash_entries
8049215c t icmp_sk_ops
80492178 t devinet_ops
80492194 t ipv4_mib_ops
804921b0 t ipv4_sysctl_ops
804921cc t ip_proc_ops
804921e8 t ic_got_reply
804921ec T ic_proto_enabled
804921f0 T ic_set_manually
804921f4 t ic_enable
804921f8 t vendor_class_identifier
804922f8 t ic_host_name_set
804922fc t user_dev_name
8049230c t ic_first_dev
80492310 t ic_dev
80492314 t ic_dev_mtu
80492318 t ic_proto_have_if
8049231c t bootp_packet_type
80492338 t ic_dhcp_msgtype
8049233c t xfrm4_net_ops
80492358 t xfrm_net_ops
80492374 T mips_dsp_disabled
80492378 t mips_fpu_disabled
8049237c t unknown_isa
804923a4 T board_cache_error_setup
804923a8 t noulri
804923ac t panic_null_cerr
804923e0 t labels
80492408 t relocs
80492444 t pref_bias_clear_store
80492448 t clear_word_size
8049244c t cache_line_size
80492450 t pref_dst_mode
80492454 t half_clear_loop_size
80492458 t copy_word_size
8049245c t pref_bias_copy_load
80492460 t pref_bias_copy_store
80492464 t pref_src_mode
80492468 t half_copy_loop_size
8049246c t scratch_reg
80492470 t tlb_handler
80492670 t labels
80492a70 t relocs
80493070 t kscratch_used_mask
80493074 t hazard_instance
80493078 t final_handler
80493178 t check_for_high_segbits
8049317c t pgd_reg
80493180 t insn_table
8049348c t way_string
804934b0 t ntlb
804934b4 t timers_nb
804934c0 t tvec_base_done.26027
804934c4 t last_start_pfn.29807
804934c8 t last_end_pfn.29808
804934cc t last_nid.29809
804934d0 t arch_zone_lowest_possible_pfn
804934d8 t arch_zone_highest_possible_pfn
804934e0 t zone_movable_pfn
804934e4 t dma_reserve
804934e8 t nr_kernel_pages
804934ec t nr_all_pages
804934f0 T memblock_debug
804934f4 T memblock
80493518 t memblock_memory_init_regions
80493b18 t memblock_reserved_init_regions
80494118 t memblock_can_resize
8049411c t memblock_memory_in_slab
80494120 t memblock_reserved_in_slab
80494124 t __setup_str_rdinit_setup
8049412c t __setup_str_init_setup
80494132 t __setup_str_loglevel
8049413b t __setup_str_quiet_kernel
80494141 t __setup_str_debug_kernel
80494147 t __setup_str_set_reset_devices
80494155 t __setup_str_root_delay_setup
80494160 t __setup_str_fs_names_setup
8049416c t __setup_str_root_data_setup
80494177 t __setup_str_rootwait_setup
80494180 t __setup_str_root_dev_setup
80494186 t __setup_str_readwrite
80494189 t __setup_str_readonly
8049418c t __setup_str_load_ramdisk
8049419a t __setup_str_ramdisk_start_setup
804941a9 t __setup_str_prompt_ramdisk
804941b9 t __setup_str_lpj_setup
804941be t __setup_str_ispmem_parse
804941c6 t __setup_str_dsp_disable
804941cc t __setup_str_fpu_disable
804941d2 t __setup_str_wait_disable
804941d9 t __setup_str_early_parse_mem
804941dd t __setup_str_set_rdhwr_noopt
804941e9 t __setup_str_ulri_disable
804941f0 t __setup_str_nol2parity
804941f8 t __setup_str_nol1parity
80494200 t __setup_str_set_raw_show_trace
8049420f t __setup_str_setnocoherentio
8049421c t __setup_str_setcoherentio
80494227 t __setup_str_cca_setup
8049422b t __setup_str_set_ntlb
80494231 t __setup_str_setup_nan2008
8049423a t __setup_str_coredump_filter_setup
8049424b t __setup_str_oops_setup
80494250 t __setup_str_keep_bootcon_setup
8049425d t __setup_str_console_suspend_disable
80494270 t __setup_str_console_setup
80494279 t __setup_str_ignore_loglevel_setup
80494289 t __setup_str_log_buf_len_setup
80494295 t __setup_str_strict_iomem
8049429c t __setup_str_reserve_setup
804942a5 t __setup_str_file_caps_disable
804942b2 t __setup_str_setup_print_fatal_signals
804942c7 t __setup_str_setup_hrtimer_hres
804942d0 t __setup_str_ntp_tick_adj_setup
804942de t __setup_str_boot_override_clock
804942e5 t __setup_str_boot_override_clocksource
804942f2 t __setup_str_skew_tick
804942fc t __setup_str_setup_tick_nohz
80494302 t __setup_str_cgroup_disable
80494312 t __setup_str_nosoftlockup_setup
8049431f t __setup_str_nowatchdog_setup
8049432a t __setup_str_softlockup_panic_setup
8049433c t __setup_str_setup_forced_irqthreads
80494347 t __setup_str_irqpoll_setup
8049434f t __setup_str_irqfixup_setup
80494358 t __setup_str_noirqdebug_setup
80494363 t __setup_str_cmdline_parse_movablecore
8049436f t __setup_str_cmdline_parse_kernelcore
8049437a t __setup_str_disable_randmaps
80494385 t __setup_str_bootmem_debug_setup
80494393 t __setup_str_early_memblock
8049439c t __setup_str_setup_slub_nomerge
804943a9 t __setup_str_setup_slub_min_objects
804943bb t __setup_str_setup_slub_max_order
804943cb t __setup_str_setup_slub_min_order
804943db t __setup_str_set_dhash_entries
804943ea t __setup_str_set_ihash_entries
804943f9 t __setup_str_elevator_setup
80494404 t compressed_formats
80494458 t __setup_str_sysrq_always_enabled_setup
8049446d t __setup_str_ramdisk_size
8049447b t __setup_str_max_loop_setup
